"","date","window_mean_time","window_start","window_end","station_observations_in_window","system_bikes_in","system_spaces_free","system_broken_bikes","system_capacity","segment","period","season","Mean.TemperatureC","MeanDew.PointC","Mean.Humidity","Mean.Sea.Level.PressurehPa","Mean.VisibilityKm","Mean.Wind.SpeedKm.h","Precipitationmm","CloudCover","fog","precip","tstorm","tornado","isWeekend","predict_day_spaces_free"
"45",2015-07-31,2015-07-31 10:48:00,1438339080,1438340280,153,590,1520,162,2272,45,"morning","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"46",2015-07-31,2015-07-31 11:46:00,1438342560,1438343760,153,624,1497,151,2272,46,"morning","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"47",2015-07-31,2015-07-31 12:48:00,1438346280,1438347480,154,604,1529,149,2282,47,"afternoon","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"48",2015-07-31,2015-07-31 13:49:00,1438349940,1438351140,154,606,1516,160,2282,48,"afternoon","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"49",2015-07-31,2015-07-31 15:48:00,1438357080,1438358280,154,578,1538,166,2282,49,"afternoon","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"50",2015-07-31,2015-07-31 16:46:00,1438360560,1438361760,153,577,1529,166,2272,50,"evening","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"51",2015-07-31,2015-07-31 17:48:00,1438364280,1438365480,153,589,1518,165,2272,51,"evening","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"52",2015-07-31,2015-07-31 18:49:00,1438367940,1438369140,153,615,1496,161,2272,52,"evening","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"53",2015-07-31,2015-07-31 19:47:00,1438371420,1438372620,153,629,1469,174,2272,53,"evening","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"54",2015-07-31,2015-07-31 20:48:00,1438375080,1438376280,152,619,1467,168,2254,54,"night","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"55",2015-07-31,2015-07-31 21:49:00,1438378740,1438379940,153,629,1469,174,2272,55,"night","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"56",2015-07-31,2015-07-31 22:47:00,1438382220,1438383420,152,626,1458,170,2254,56,"night","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"57",2015-07-31,2015-07-31 23:47:00,1438385820,1438387020,153,641,1463,168,2272,57,"night","summer",22,16,68,1014,12,10,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,0.623950690821275
"58",2015-08-01,2015-08-01 00:48:00,1438389480,1438390680,153,643,1463,166,2272,58,"late","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"59",2015-08-01,2015-08-01 01:47:00,1438393020,1438394220,153,648,1454,170,2272,59,"late","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"60",2015-08-01,2015-08-01 02:48:00,1438396680,1438397880,153,662,1445,165,2272,60,"late","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"61",2015-08-01,2015-08-01 03:49:00,1438400340,1438401540,153,664,1447,161,2272,61,"late","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"62",2015-08-01,2015-08-01 04:47:00,1438403820,1438405020,153,666,1439,167,2272,62,"early","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"63",2015-08-01,2015-08-01 05:48:00,1438407480,1438408680,153,664,1444,164,2272,63,"early","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"64",2015-08-01,2015-08-01 06:49:00,1438411140,1438412340,153,651,1449,172,2272,64,"early","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"65",2015-08-01,2015-08-01 07:47:00,1438414620,1438415820,153,644,1459,169,2272,65,"early","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"66",2015-08-01,2015-08-01 08:48:00,1438418280,1438419480,153,632,1472,168,2272,66,"morning","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"67",2015-08-01,2015-08-01 09:47:00,1438421820,1438423020,153,618,1488,166,2272,67,"morning","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"68",2015-08-01,2015-08-01 10:47:00,1438425420,1438426620,153,630,1486,156,2272,68,"morning","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"69",2015-08-01,2015-08-01 11:48:00,1438429080,1438430280,153,640,1470,162,2272,69,"morning","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"70",2015-08-01,2015-08-01 12:47:00,1438432620,1438433820,153,636,1470,166,2272,70,"afternoon","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"71",2015-08-01,2015-08-01 13:46:00,1438436160,1438437360,152,620,1472,165,2257,71,"afternoon","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"72",2015-08-01,2015-08-01 14:47:00,1438439820,1438441020,153,621,1481,170,2272,72,"afternoon","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"73",2015-08-01,2015-08-01 15:43:00,1438443180,1438444380,153,617,1481,174,2272,73,"afternoon","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"74",2015-08-01,2015-08-01 15:53:00,1438443780,1438444980,153,616,1482,174,2272,74,"afternoon","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"75",2015-08-01,2015-08-01 16:46:00,1438446960,1438448160,152,612,1477,163,2252,75,"evening","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"76",2015-08-01,2015-08-01 17:48:00,1438450680,1438451880,153,617,1492,163,2272,76,"evening","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"77",2015-08-01,2015-08-01 18:49:00,1438454340,1438455540,153,633,1472,167,2272,77,"evening","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"78",2015-08-01,2015-08-01 19:46:00,1438457760,1438458960,153,638,1471,163,2272,78,"evening","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"79",2015-08-01,2015-08-01 20:47:00,1438461420,1438462620,153,633,1470,169,2272,79,"night","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"80",2015-08-01,2015-08-01 21:49:00,1438465140,1438466340,153,630,1471,171,2272,80,"night","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"81",2015-08-01,2015-08-01 22:47:00,1438468620,1438469820,152,625,1461,171,2257,81,"night","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"82",2015-08-01,2015-08-01 23:48:00,1438472280,1438473480,153,644,1462,166,2272,82,"night","summer",18,14,75,1016,11,11,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,0.587928580728089
"83",2015-08-02,2015-08-02 01:47:00,1438479420,1438480620,152,643,1433,174,2250,83,"late","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"84",2015-08-02,2015-08-02 02:43:00,1438482780,1438483980,153,650,1457,165,2272,84,"late","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"85",2015-08-02,2015-08-02 02:53:00,1438483380,1438484580,153,649,1458,165,2272,85,"late","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"86",2015-08-02,2015-08-02 03:46:00,1438486560,1438487760,153,649,1457,166,2272,86,"late","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"87",2015-08-02,2015-08-02 04:47:00,1438490220,1438491420,153,649,1457,166,2272,87,"early","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"88",2015-08-02,2015-08-02 05:48:00,1438493880,1438495080,153,651,1463,158,2272,88,"early","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"89",2015-08-02,2015-08-02 06:46:00,1438497360,1438498560,153,657,1454,161,2272,89,"early","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"90",2015-08-02,2015-08-02 07:47:00,1438501020,1438502220,153,642,1461,169,2272,90,"early","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"91",2015-08-02,2015-08-02 08:48:00,1438504680,1438505880,153,636,1471,165,2272,91,"morning","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"92",2015-08-02,2015-08-02 09:46:00,1438508160,1438509360,154,621,1490,171,2282,92,"morning","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"93",2015-08-02,2015-08-02 10:47:00,1438511820,1438513020,154,636,1471,175,2282,93,"morning","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"94",2015-08-02,2015-08-02 11:48:00,1438515480,1438516680,154,640,1464,178,2282,94,"morning","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"95",2015-08-02,2015-08-02 12:46:00,1438518960,1438520160,154,624,1480,178,2282,95,"afternoon","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"96",2015-08-02,2015-08-02 13:47:00,1438522620,1438523820,154,623,1481,178,2282,96,"afternoon","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"97",2015-08-02,2015-08-02 14:48:00,1438526280,1438527480,153,614,1472,180,2266,97,"afternoon","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"98",2015-08-02,2015-08-02 15:46:00,1438529760,1438530960,152,595,1478,174,2247,98,"afternoon","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"99",2015-08-02,2015-08-02 16:42:00,1438533120,1438534320,154,586,1521,175,2282,99,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"100",2015-08-02,2015-08-02 16:52:00,1438533720,1438534920,154,588,1519,175,2282,100,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"101",2015-08-02,2015-08-02 17:43:00,1438536780,1438537980,154,607,1503,172,2282,101,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"102",2015-08-02,2015-08-02 17:52:00,1438537320,1438538520,154,609,1501,172,2282,102,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"103",2015-08-02,2015-08-02 17:57:00,1438537620,1438538820,153,602,1492,171,2265,103,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"104",2015-08-02,2015-08-02 18:46:00,1438540560,1438541760,153,636,1475,161,2272,104,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"105",2015-08-02,2015-08-02 19:42:00,1438543920,1438545120,153,637,1466,169,2272,105,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"106",2015-08-02,2015-08-02 19:52:00,1438544520,1438545720,153,633,1470,169,2272,106,"evening","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"107",2015-08-02,2015-08-02 20:48:00,1438547880,1438549080,153,664,1438,170,2272,107,"night","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"108",2015-08-02,2015-08-02 21:46:00,1438551360,1438552560,153,652,1447,173,2272,108,"night","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"109",2015-08-02,2015-08-02 22:47:00,1438555020,1438556220,153,663,1433,176,2272,109,"night","summer",21,15,69,1017,24,6,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0.621924614891794
"110",2015-08-03,2015-08-03 01:47:00,1438565820,1438567020,153,672,1426,174,2272,110,"late","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"111",2015-08-03,2015-08-03 04:47:00,1438576620,1438577820,153,660,1442,170,2272,111,"early","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"112",2015-08-03,2015-08-03 07:47:00,1438587420,1438588620,153,628,1479,165,2272,112,"early","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"113",2015-08-03,2015-08-03 10:47:00,1438598220,1438599420,154,633,1479,170,2282,113,"morning","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"114",2015-08-03,2015-08-03 13:47:00,1438609020,1438610220,154,643,1467,172,2282,114,"afternoon","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"115",2015-08-03,2015-08-03 16:47:00,1438619820,1438621020,154,599,1522,161,2282,115,"evening","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"116",2015-08-03,2015-08-03 19:47:00,1438630620,1438631820,153,637,1470,165,2272,116,"evening","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"117",2015-08-03,2015-08-03 22:47:00,1438641420,1438642620,153,660,1443,169,2272,117,"night","summer",24,17,63,1017,25,6,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0.642723533451916
"118",2015-08-04,2015-08-04 01:47:00,1438652220,1438653420,153,663,1441,168,2272,118,"late","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"119",2015-08-04,2015-08-04 04:48:00,1438663080,1438664280,153,652,1450,170,2272,119,"early","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"120",2015-08-04,2015-08-04 07:48:00,1438673880,1438675080,152,631,1449,172,2252,120,"early","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"121",2015-08-04,2015-08-04 10:48:00,1438684680,1438685880,153,631,1470,161,2262,121,"morning","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"122",2015-08-04,2015-08-04 13:48:00,1438695480,1438696680,153,611,1479,172,2262,122,"afternoon","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"123",2015-08-04,2015-08-04 16:48:00,1438706280,1438707480,153,588,1512,162,2262,123,"evening","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"124",2015-08-04,2015-08-04 19:48:00,1438717080,1438718280,152,608,1478,166,2252,124,"evening","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"125",2015-08-04,2015-08-04 22:48:00,1438727880,1438729080,152,634,1447,171,2252,125,"night","summer",26,19,64,1016,15,8,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0.646767268429701
"126",2015-08-05,2015-08-05 01:47:00,1438738620,1438739820,152,651,1428,173,2252,126,"late","summer",26,18,61,1016,17,5,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.647213687419581
"127",2015-08-05,2015-08-05 07:48:00,1438760280,1438761480,152,615,1472,165,2252,127,"early","summer",26,18,61,1016,17,5,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.647213687419581
"128",2015-08-05,2015-08-05 10:48:00,1438771080,1438772280,153,595,1503,164,2262,128,"morning","summer",26,18,61,1016,17,5,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.647213687419581
"129",2015-08-05,2015-08-05 13:48:00,1438781880,1438783080,152,622,1449,176,2247,129,"afternoon","summer",26,18,61,1016,17,5,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.647213687419581
"130",2015-08-05,2015-08-05 15:58:00,1438789680,1438790880,153,592,1499,171,2262,130,"afternoon","summer",26,18,61,1016,17,5,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0.647213687419581
