"Anno";"CodiceIstat";"DenominazioneComune";"LocalitDiSvolgimento";"Tipologia";"GiorniDiMercato";"Cadenza";"Periodicit";"PosteggiOccupatialimentarieNonAlimentari";"PosteggiOccupatialimentari";"PosteggiOccupatinonAlimentari";"PosteggiOccupatiproduttoriagricoli";"TotalePosteggioccupati";"PosteggiLiberialimentarieNonAlimentari";"PosteggiLiberialimentari";"PosteggiLiberinonAlimentari";"PosteggiLiberiproduttoriagricoli";"TotalePosteggiliberi";"TotalePosteggi";"Prov";""
"2014";" 001307 ";"VILLAR PEROSA";"PIAZZA GROBSVILLARS Oberdendingen (D)";"Mercato";"mar.";"Settimanale";"Annuale";"0";"6";"12";"4";"22";"0";"1";"11";"0";"12";"34";"Torino";""
"2014";" 001307 ";"VILLAR PEROSA";"PIAZZA GROBVILLARS Oberdendingen (D)";"Mercato";"gio.";"Settimanale";"Annuale";"0";"8";"18";"4";"30";"0";"1";"3";"0";"4";"34";"Torino";""
"2014";" 002030 ";"CARESANA";"PIAZZA CESARE BATTISTI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"2";"2";"0";"4";"0";"1";"2";"1";"4";"8";"Vercelli";""
"2014";" 002071 ";"LIVORNO FERRARIS";"VIA SALUGGIA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Vercelli";""
"2014";" 002118 ";"RONSECCO";"PIAZZA VITTORIO VENETO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"4";"2";"0";"6";"0";"1";"0";"0";"1";"7";"Vercelli";""
"2014";" 002131 ";"SAN GERMANO VERCELLESE";"PIAZZA MAZZINI";"Mercato";"lun.";"Settimanale";"Annuale";"1";"4";"7";"2";"14";"0";"1";"5";"2";"8";"22";"Vercelli";""
"2014";" 002137 ";"SERRAVALLE SESIA";"P.ZA LIBERTA' - VIALE ROMA";"Mercato";"gio.";"Settimanale";"Annuale";"0";"13";"24";"4";"41";"0";"1";"4";"2";"7";"48";"Vercelli";""
"2014";" 002148 ";"TRINO";"C.SO ITALIA/LARGO GEISENHEIM/PIAZZA MAZZINI/PIAZZA MARTIRI DELLA LIBERTA'";"Mercato";"sab.";"Settimanale";"Annuale";"50";"0";"0";"0";"50";"17";"0";"0";"0";"17";"67";"Vercelli";""
"2014";" 002164 ";"VILLATA";"PIAZZA GASTALDI - PIAZZA DARDANO - LARGO MARCONI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"8";"6";"0";"14";"1";"1";"1";"1";"4";"18";"Vercelli";""
"2014";" 003016 ";"BELLINZAGO NOVARESE";"Via L. Miglio e Via V. Bovio (lato Ovest)";"Mercato";"sab.";"Settimanale";"Annuale";"0";"4";"27";"1";"32";"0";"8";"31";"0";"39";"71";"Novara";""
"2014";" 003023 ";"BORGOLAVEZZARO";"PIAZZA LIBERTA' - VIA D. RUVA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"4";"6";"0";"10";"0";"0";"0";"0";"0";"10";"Novara";""
"2014";" 003068 ";"GALLIATE";"PIAZZA VITTORIO VENETO - PIAZZA MARTIRI DELLA LIBERTA'";"Mercato";"ven.";"Settimanale";"Annuale";"0";"16";"56";"2";"74";"0";"0";"0";"0";"0";"74";"Novara";""
"2014";" 003083 ";"LANDIONA";"PIAZZALE NUOVO";"Posteggio isolato";"mar.";"Settimanale";"Annuale";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"Novara";""
"2014";" 003084 ";"LESA";"Viale Vittorio Veneto";"Mercato";"gio.";"Settimanale";"Annuale";"0";"6";"18";"1";"25";"0";"9";"9";"0";"18";"43";"Novara";""
"2014";" 003106 ";"NOVARA";"C.SO TRIESTE ANG. VIA BOVIO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"4";"1";"0";"0";"5";"12";"1";"0";"2";"15";"20";"Novara";""
"2014";" 003134 ";"SAN NAZZARO SESIA";"PIAZZA VITTORIO VENETO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"3";"6";"1";"10";"0";"0";"0";"0";"0";"10";"Novara";""
"2014";" 004028 ";"BOVES";"piazza Italia";"Mercato";"mer.";"Settimanale";"Annuale";"0";"0";"6";"0";"6";"0";"0";"5";"0";"5";"11";"Cuneo";""
"2014";" 004037 ";"CANALE";"VIA ROMA - P.ZZA ITALIA - VIA GRAVIER - P.ZZA MARTIRI L. - VIA MALABAILA - P.ZZA VITTORIA - P.ZZA CASTELLO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"14";"45";"0";"59";"0";"0";"1";"0";"1";"60";"Cuneo";""
"2014";" 004061 ";"CENTALLO";"Piazza Vittorio Emanuele II";"Mercato";"lun.";"Settimanale";"Annuale";"2";"11";"27";"0";"40";"1";"1";"0";"4";"6";"46";"Cuneo";""
"2014";" 002114 ";"RIVA VALDOBBIA";"PIAZZA DEL MERCATO";"Mercato";"lun.";"Settimanale";"Stagionale";"0";"3";"8";"1";"12";"0";"1";"3";"0";"4";"16";"Vercelli";""
"2014";" 002134 ";"SCOPA";"PIAZZA MUNICIPIO";"Mercato";"dom.";"Settimanale";"Stagionale";"0";"0";"1";"0";"1";"0";"1";"4";"1";"6";"7";"Vercelli";""
"2014";" 002158 ";"VERCELLI";"C.SO SAN MARTINO";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"6";"0";"1";"7";"0";"6";"0";"2";"8";"15";"Vercelli";""
"2014";" 003001 ";"AGRATE CONTURBIA";"VIA CASTELLO";"Posteggio isolato";"mar.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Novara";""
"2014";" 003018 ";"BIANDRATE";"Piazza Martiri della Liberta' n. 1";"Mercato";"mar.";"Settimanale";"Annuale";"0";"4";"5";"0";"9";"0";"0";"0";"0";"0";"9";"Novara";""
"2014";" 003024 ";"BORGOMANERO";"FRAZIONE SANTA CRISTINA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"2";"0";"2";"3";"Novara";""
"2014";" 003066 ";"FONTANETO D'AGOGNA";"piazza castello";"Mercato";"ven.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"2";"4";"1";"7";"9";"Novara";""
"2014";" 003079 ";"GRIGNASCO";"PIAZZA CACCIAMI - VIA ROMA - VIA MATTEOTTI - VIA VITTORIO EMANUELE II";"Mercato";"ven.";"Settimanale";"Annuale";"0";"12";"21";"1";"34";"0";"0";"0";"0";"0";"34";"Novara";""
"2014";" 003091 ";"MARANO TICINO";"Piazzetta Nuova";"Mercato";"ven.";"Settimanale";"Annuale";"0";"1";"1";"0";"2";"0";"1";"1";"1";"3";"5";"Novara";""
"2014";" 003146 ";"TORNACO";"Piazza Libert�";"Mercato";"ven.";"Settimanale";"Annuale";"1";"1";"2";"0";"4";"0";"1";"1";"0";"2";"6";"Novara";""
"2014";" 003154 ";"VARALLO POMBIA";"PIAZZA RISORGIMENTO - VARALLO POMBIA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"7";"10";"1";"18";"0";"1";"5";"0";"6";"24";"Novara";""
"2014";" 004006 ";"ARGENTERA";"FRAZIONE BERSEZIO VIA NAZIONALE";"Mercato";"dom.";"Settimanale";"Stagionale";"0";"1";"6";"2";"9";"0";"0";"0";"0";"0";"9";"Cuneo";""
"2014";" 004028 ";"BOVES";"piazza dell'Olmo";"Mercato";"mer.";"Settimanale";"Annuale";"0";"6";"0";"2";"8";"0";"1";"0";"0";"1";"9";"Cuneo";""
"2014";" 004039 ";"CAPRAUNA";"Piazza S.Antonino";"Mercato";"dom.";"Quindicinale";"Stagionale";"0";"3";"1";"2";"6";"0";"0";"0";"0";"0";"6";"Cuneo";""
"2014";" 004050 ";"CASTELLETTO UZZONE";"PIAZZA LOC. PALAZZO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"2";"3";"1";"6";"0";"0";"0";"0";"0";"6";"Cuneo";""
"2014";" 001295 ";"VESTIGNE'";"PIAZZA CADUTI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"3";"2";"0";"5";"0";"0";"2";"2";"4";"9";"Torino";""
"2014";" 002025 ";"CAMPERTOGNO";"PIAZZA GILARDI";"Mercato";"sab.";"Settimanale";"Annuale";"0";"3";"1";"0";"4";"0";"0";"0";"0";"0";"4";"Vercelli";""
"2014";" 002071 ";"LIVORNO FERRARIS";"VIA SALUGGIA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Vercelli";""
"2014";" 002088 ";"OLCENENGO";"Piazza Gramsci 2";"Mercato";"lun.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"2";"2";"0";"0";"4";"4";"Vercelli";""
"2014";" 002104 ";"PRAROLO";"via Roma";"Mercato";"mer. sab.";"Settimanale";"Annuale";"0";"3";"3";"0";"6";"0";"0";"0";"0";"0";"6";"Vercelli";""
"2014";" 002135 ";"SCOPELLO";"Piazza Fonderia Via Fonderia";"Mercato";"mer.";"Settimanale";"Stagionale";"0";"4";"27";"3";"34";"0";"0";"1";"0";"1";"35";"Vercelli";""
"2014";" 003083 ";"LANDIONA";"PIAZZALE NUOVO";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Novara";""
"2014";" 003106 ";"NOVARA";"V.LEDANTE N. 1";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"33";"0";"0";"33";"0";"17";"0";"0";"17";"50";"Novara";""
"2014";" 003106 ";"NOVARA";"V.LE DANTE 1";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"13";"0";"0";"13";"0";"6";"0";"0";"6";"19";"Novara";""
"2014";" 003130 ";"ROMAGNANO SESIA";"Parco IV Novembre";"Mercato";"sab.";"Settimanale";"Annuale";"0";"10";"5";"2";"17";"0";"1";"2";"0";"3";"20";"Novara";""
"2014";" 004003 ";"ALBA";"BORGO MORETTA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"6";"8";"19";"4";"0";"0";"0";"4";"23";"Cuneo";""
"2014";" 004008 ";"BAGNASCO";"Via Nazionale";"Mercato";"lun.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"2";"4";"2";"8";"9";"Cuneo";""
"2014";" 004012 ";"BARGE";"Piazza Garibaldi- Piazza S. Giovanni-L.go Cesare Battisti-P.zza Madonna-P.zza S.";"Mercato";"gio.";"Settimanale";"Annuale";"0";"8";"35";"15";"58";"0";"7";"7";"10";"24";"82";"Cuneo";""
"2014";" 004047 ";"CASTELDELFINO";"PIAZZA DAO BERNARDO EX PIAZZA MUNICIPIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"3";"Cuneo";""
"2014";" 001297 ";"VICO CANAVESE";"Via Campolungo";"Mercato";"lun.";"Settimanale";"Annuale";"0";"5";"1";"0";"6";"0";"0";"0";"1";"1";"7";"Torino";""
"2014";" 001298 ";"VIDRACCO";"Via Baldissero";"Mercato";"dom.";"Quindicinale";"Stagionale";"0";"0";"0";"10";"10";"0";"0";"0";"0";"0";"10";"Torino";""
"2014";" 001300 ";"VILLAFRANCA PIEMONTE";"PIAZZA VITTORIO VENETO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"17";"24";"3";"44";"0";"0";"4";"0";"4";"48";"Torino";""
"2014";" 001301 ";"VILLANOVA CANAVESE";"PIAZZALE PARCHEGGIO AREA EX POSSIO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"2";"1";"0";"3";"0";"0";"0";"0";"0";"3";"Torino";""
"2014";" 001314 ";"VOLPIANO";"PIAZZA MADONNA DELLE GRAZIE";"Mercato";"mar.";"Settimanale";"Annuale";"0";"33";"77";"6";"116";"0";"1";"2";"4";"7";"123";"Torino";""
"2014";" 002004 ";"ALICE CASTELLO";"piazza del mercato";"Mercato";"sab.";"Settimanale";"Annuale";"0";"6";"7";"0";"13";"0";"1";"1";"0";"2";"15";"Vercelli";""
"2014";" 002031 ";"CARESANABLOT";"Pec Buronzina";"Mercato";"ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"4";"6";"1";"11";"11";"Vercelli";""
"2014";" 002058 ";"FONTANETTO PO";"PIAZZA GARIBALDI";"Mercato";"mer. sab.";"Settimanale";"Annuale";"3";"4";"0";"1";"8";"2";"1";"0";"1";"4";"12";"Vercelli";""
"2014";" 002156 ";"VARALLO";"CORSO ROMA - P.ZZA VITTORIO EMANUELE II - VIA UMBERTO I - P.ZZA GARIBALDI";"Mercato";"mar.";"Settimanale";"Annuale";"0";"21";"84";"0";"105";"0";"5";"8";"3";"16";"121";"Vercelli";""
"2014";" 003024 ";"BORGOMANERO";"CORSI CITTADINI";"Mercato";"ven.";"Settimanale";"Annuale";"0";"27";"185";"4";"216";"0";"8";"7";"0";"15";"231";"Novara";""
"2014";" 003076 ";"GOZZANO";"VIA DANTE, PIAZZA MATTEOTTI, VIA GODI,VIA GENTILE";"Mercato";"sab.";"Settimanale";"Annuale";"0";"9";"25";"0";"34";"0";"2";"6";"5";"13";"47";"Novara";""
"2014";" 003106 ";"NOVARA";"V.LE DANTE 1";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"3";"0";"0";"6";"9";"1";"0";"0";"5";"6";"15";"Novara";""
"2014";" 004009 ";"BAGNOLO PIEMONTE";"PIAZZA SAN PIETRO E VIE LIMITROFE";"Mercato";"mer.";"Settimanale";"Annuale";"0";"13";"29";"12";"54";"0";"1";"4";"0";"5";"59";"Cuneo";""
"2014";" 004027 ";"BOSSOLASCO";"C.SO P. DELLA VALLE";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Cuneo";""
"2014";" 004028 ";"BOVES";"piazza dell'Olmo";"Mercato";"sab.";"Settimanale";"Annuale";"1";"14";"0";"4";"19";"0";"1";"0";"0";"1";"20";"Cuneo";""
"2014";" 004028 ";"BOVES";"piazza dell'Olmo";"Mercato";"dom.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"2";"Cuneo";""
"2014";" 001292 ";"VENARIA REALE";"ADIACENZE JUVENTUS STADIUM";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001293 ";"VEROLENGO";"via dietro chiesa civico n. 1 frazione Casabianca";"Mercato";"ven.";"Settimanale";"Annuale";"2";"0";"0";"0";"2";"1";"0";"0";"0";"1";"3";"Torino";""
"2014";" 001299 ";"VIGONE";"PIAZZA CARDINAL BOETTO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"22";"45";"11";"78";"0";"0";"0";"0";"0";"78";"Torino";""
"2014";" 001306 ";"VILLAR PELLICE";"PIAZZETTA ADIACENTE ALL'UFFICIO POSTALE - V.LE IﾰMAGGIO ANGOLO VIA ROMA";"Mercato";"gio.";"Settimanale";"Annuale";"0";"2";"0";"1";"3";"4";"0";"0";"2";"6";"9";"Torino";""
"2014";" 001309 ";"VINOVO";"PIAZZA REY";"Mercato";"sab.";"Settimanale";"Stagionale";"0";"0";"0";"5";"5";"0";"0";"0";"3";"3";"8";"Torino";""
"2014";" 002061 ";"GATTINARA";"Corso Cavour";"Mercato";"sab.";"Settimanale";"Annuale";"0";"1";"0";"1";"2";"0";"7";"0";"7";"14";"16";"Vercelli";""
"2014";" 002116 ";"ROASIO";"PIAZZA DEL MUNICIPIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"2";"1";"0";"3";"0";"2";"3";"4";"9";"12";"Vercelli";""
"2014";" 002128 ";"SALUGGIA";"PIAZZA DEL MUNICIPIO - PIAZZA SAN DONATO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"15";"25";"0";"40";"0";"0";"0";"0";"0";"40";"Vercelli";""
"2014";" 003025 ";"BORGO TICINO";"PIAZZA DELLA PACE";"Mercato";"gio.";"Quindicinale";"Annuale";"0";"1";"6";"0";"7";"0";"4";"17";"1";"22";"29";"Novara";""
"2014";" 003026 ";"BRIGA NOVARESE";"Via Sant'Antonio";"Mercato";"mer.";"Settimanale";"Annuale";"0";"4";"2";"0";"6";"0";"0";"0";"0";"0";"6";"Novara";""
"2014";" 003062 ";"DORMELLETTO";"Piazza L.go Tricolore";"Mercato";"mer.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"2";"4";"0";"6";"7";"Novara";""
"2014";" 003076 ";"GOZZANO";"PIAZZA FERRINI";"Mercato";"mer.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"2";"Novara";""
"2014";" 003106 ";"NOVARA";"P.ZZA PASTEUR";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"2";"12";"15";"0";"29";"0";"0";"0";"0";"0";"29";"Novara";""
"2014";" 004025 ";"BORGO SAN DALMAZZO";"VARIE VIE E PIAZZE CENTRO CITTA'";"Mercato";"gio.";"Settimanale";"Annuale";"0";"19";"53";"5";"77";"0";"3";"3";"4";"10";"87";"Cuneo";""
"2014";" 004037 ";"CANALE";"PIAZZA DELLA VITTORIA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"3";"Cuneo";""
"2014";" 004089 ";"FOSSANO";"Piazza Diaz";"Mercato";"sab.";"Settimanale";"Annuale";"0";"8";"10";"25";"43";"4";"0";"0";"0";"4";"47";"Cuneo";""
"2014";" 004099 ";"GOVONE";"VIALE DEL CASTELLO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"2";"3";"0";"5";"0";"0";"0";"0";"0";"5";"Cuneo";""
"2014";" 004132 ";"MONFORTE D'ALBA";"PIAZZA MONS. DALL0RTO";"Mercato";"lun.";"Settimanale";"Annuale";"0";"6";"5";"0";"11";"0";"0";"0";"0";"0";"11";"Cuneo";""
"2014";" 004205 ";"SAMPEYRE";"PIAZZA DELLA VITTORIA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"15";"27";"8";"50";"0";"0";"0";"6";"6";"56";"Cuneo";""
"2014";" 004213 ";"SANTO STEFANO BELBO";"P.ZA UMBERTO I - VIA ROMA - VIA CAVOUR - VIA XX SETTEMBRE";"Mercato";"mer.";"Settimanale";"Annuale";"0";"15";"75";"7";"97";"0";"0";"10";"0";"10";"107";"Cuneo";""
"2014";" 004215 ";"SAVIGLIANO";"Piazza Santarosa";"Posteggio isolato";"lun. mer. gio. sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Cuneo";""
"2014";" 004233 ";"VALDIERI";"FRAZIONE SANT'ANNA DI VALDIERI";"Mercato";"sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"0";"3";"1";"4";"4";"Cuneo";""
"2014";" 004239 ";"VERNANTE";"FRAZIONE PALANFRE'";"Posteggio isolato";"dom.";"Settimanale";"Stagionale";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Cuneo";""
"2014";" 005005 ";"ASTI";"Piazze Alfieri, P.zza Campo del Palio, P.zza liberta'";"Mercato";"mer.";"Settimanale";"Annuale";"0";"48";"246";"35";"329";"0";"28";"13";"0";"41";"370";"Asti";""
"2014";" 005005 ";"ASTI";"PIAZZA ALFIERI, PIAZZA LIBERTA'";"Mercato";"dom.";"Quindicinale";"Annuale";"0";"0";"76";"0";"76";"0";"0";"40";"0";"40";"116";"Asti";""
"2014";" 005007 ";"BALDICHIERI D'ASTI";"PIAZZA G. ROMITA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"3";"2";"1";"6";"0";"1";"0";"1";"2";"8";"Asti";""
"2014";" 005118 ";"VILLANOVA D'ASTI";"pzza. Supponito - via roma ,via vittorio veneto ,via dante.via giovanni fogliato";"Mercato";"gio.";"Settimanale";"Annuale";"0";"40";"58";"7";"105";"0";"0";"0";"0";"0";"105";"Asti";""
"2014";" 005121 ";"MONTIGLIO MONFERRATO";"MONTIGLIO MONFERRATO - PIAZZA REGINA MARGHERITA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"8";"8";"3";"19";"0";"2";"1";"0";"3";"22";"Asti";""
"2014";" 006001 ";"ACQUI TERME";"PIAZZA ORTO SAN PIETRO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"18";"4";"0";"22";"0";"5";"0";"0";"5";"27";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA DON ANGELO CAMPORA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"1";"3";"9";"0";"2";"8";"0";"10";"19";"Alessandria";""
"2014";" 006003 ";"ALESSANDRIA";"Corso Crimea";"Mercato";"lun.";"Settimanale";"Annuale";"0";"0";"0";"10";"10";"0";"0";"0";"0";"0";"10";"Alessandria";""
"2014";" 004062 ";"CERESOLE ALBA";"PIAZZA VITTORIO EMANUELE";"Mercato";"mar. sab.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"6";"0";"0";"0";"6";"6";"Cuneo";""
"2014";" 004065 ";"CERVERE";"PIAZZA S. SEBASTIANO";"Mercato";"lun.";"Settimanale";"Annuale";"0";"3";"11";"2";"16";"0";"0";"0";"0";"0";"16";"Cuneo";""
"2014";" 004118 ";"MARGARITA";"Piazza Guglielmo Marconi";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"1";"1";"5";"0";"1";"3";"3";"7";"12";"Cuneo";""
"2014";" 004121 ";"MARTINIANA PO";"VIA ROMA E P.ZA GAUTHIER";"Mercato";"mar.";"Settimanale";"Annuale";"0";"2";"1";"1";"4";"0";"0";"0";"0";"0";"4";"Cuneo";""
"2014";" 004122 ";"MELLE";"PIAZZA BOTTA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"3";"Cuneo";""
"2014";" 004130 ";"MONDOVI'";"PIAZZA MAGGIORE";"Mercato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"1";"2";"0";"2";"3";"0";"5";"7";"Cuneo";""
"2014";" 004159 ";"PAMPARATO";"SERRA - PIAZZA CHIESA";"Mercato";"dom.";"Settimanale";"Stagionale";"0";"0";"10";"0";"10";"0";"0";"0";"0";"0";"10";"Cuneo";""
"2014";" 004183 ";"ROASCHIA";"Fraz. Tetto Chiotti";"Posteggio isolato";"mer.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Cuneo";""
"2014";" 004190 ";"ROCCAFORTE MONDOVI'";"Lurisia";"Mercato";"lun.";"Settimanale";"Stagionale";"0";"3";"6";"1";"10";"0";"2";"1";"2";"5";"15";"Cuneo";""
"2014";" 004211 ";"SANT'ALBANO STURA";"PIAZZA DEI CADUTI IN GUERRA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"2";"1";"0";"3";"0";"2";"3";"1";"6";"9";"Cuneo";""
"2014";" 005005 ";"ASTI";"CORSO ALESSANDRIA PIAZZALE COOP; PIAZZALE MULTISALA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"Asti";""
"2014";" 005005 ";"ASTI";"P.zza Catena";"Mercato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"5";"1";"35";"41";"0";"4";"0";"7";"11";"52";"Asti";""
"2014";" 005005 ";"ASTI";"PIAZZA MARCONI";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Asti";""
"2014";" 005005 ";"ASTI";"CORSO ALESSANDRIA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"Asti";""
"2014";" 005028 ";"CASTELLO DI ANNONE";"FRAZ. MONFALLITO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"1";"2";"0";"0";"0";"0";"0";"2";"Asti";""
"2014";" 005053 ";"FERRERE";"PIAZZA S.AGOSTINO";"Mercato";"mer. dom.";"Settimanale";"Annuale";"0";"2";"3";"2";"7";"0";"2";"0";"1";"3";"10";"Asti";""
"2014";" 005065 ";"MOMBARUZZO";"PIAZZA MARCONI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"3";"3";"2";"8";"8";"Asti";""
"2014";" 005080 ";"NIZZA MONFERRATO";"PIAZZA GARIBALDI (AREA EXTRAMERCATALE)";"Mercato";"ven.";"Settimanale";"Stagionale";"0";"0";"0";"4";"4";"0";"0";"0";"6";"6";"10";"Asti";""
"2014";" 005087 ";"PORTACOMARO";"piazza camia";"Mercato";"dom.";"Settimanale";"Annuale";"5";"0";"0";"0";"5";"5";"0";"0";"0";"5";"10";"Asti";""
"2014";" 005108 ";"TIGLIOLE";"PIAZZA REGINA MARGHERITA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"4";"1";"0";"5";"0";"0";"0";"0";"0";"5";"Asti";""
"2014";" 006003 ";"ALESSANDRIA";"PIAZZA BARRERA - SPINETTA MARENGO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"9";"16";"1";"26";"0";"1";"0";"0";"1";"27";"Alessandria";""
"2014";" 004078 ";"CUNEO";"DONATELLO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"6";"2";"0";"8";"4";"0";"0";"0";"4";"12";"Cuneo";""
"2014";" 004078 ";"CUNEO";"PIAZZA VIRGINIO";"Mercato";"mar.";"Settimanale";"Annuale";"2";"5";"1";"22";"30";"0";"0";"0";"5";"5";"35";"Cuneo";""
"2014";" 004078 ";"CUNEO";"PIAZZA GALIMBERTI - VIA ROMA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"0";"265";"0";"265";"0";"0";"0";"0";"0";"265";"Cuneo";""
"2014";" 004081 ";"DOGLIANI";"CIMITERO COMUNALE";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"Cuneo";""
"2014";" 004100 ";"GRINZANE CAVOUR";"piazza Della Chiesa";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"5";"0";"10";"0";"0";"1";"1";"2";"12";"Cuneo";""
"2014";" 004113 ";"MAGLIANO ALFIERI";"PIAZZA BERGAMASCO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"3";"4";"3";"10";"12";"Cuneo";""
"2014";" 004148 ";"NEIVE";"Piazza Garibaldi";"Mercato";"mer.";"Settimanale";"Annuale";"0";"11";"12";"2";"25";"27";"0";"2";"0";"29";"54";"Cuneo";""
"2014";" 004183 ";"ROASCHIA";"P.zza San Dalmazzo";"Posteggio isolato";"mer.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Cuneo";""
"2014";" 004192 ";"ROCCAVIONE";"PIAZZA DON G. B. CHESTA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"5";"1";"1";"7";"0";"3";"7";"1";"11";"18";"Cuneo";""
"2014";" 004215 ";"SAVIGLIANO";"Via Bisalta";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Cuneo";""
